"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"SOTT1Exposure","SOTMeaslesT1Exposure","SOTMeaslesT1Exposure","","","",0,*,"","","","null {[]} {[]}
","Surveillance & Outbreak Toolkit T1  Exposure","Base definition for all elements that are defined inside a resource - but not those in a data type.","","","","","","","","","",,,,,"",,,,"BackboneElement",0,*,"ele-1
",""
"SOTMeaslesContactTracing","SOTMeaslesContactTracing.ContactsAroundRash","SOTMeaslesContactTracing.ContactsAroundRash","","","",0,1,"","","","markdown {[]} {[]}
","Potential persons exposed by the case","Persons who came in contact with the case in the four days prior to and four days after rash onset ","","","","","","","","","",,,,,"",,,,"SOTMeaslesContactTracing.ContactsAroundRash",0,1,"",""
"SOTMeaslesContactTracing","SOTMeaslesContactTracing.PregnantWomanContact","SOTMeaslesContactTracing.PregnantWomanContact","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Was the patient in contact with any pregnant woman?","Was the patient in contact with any pregnant woman?","","","","","","","","","",,,,,"",,,,"SOTMeaslesContactTracing.PregnantWomanContact",0,1,"",""
"SOTMeaslesContactTracing","SOTMeaslesContactTracing.Names","SOTMeaslesContactTracing.Names","","","",0,*,"","","","string {[]} {[]}
","Names, if yes","Names","","","","","","","","","",,,,,"",,,,"SOTMeaslesContactTracing.Names",0,*,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic","SOTMeaslesDemographic","","","",0,*,"","","","null {[]} {[]}
","Surveillance & Outbreak Toolkit Measles- Demographics","Base definition for all elements that are defined inside a resource - but not those in a data type.","","","","","","","","","",,,,,"",,,,"BackboneElement",0,*,"ele-1
",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.id","SOTMeaslesDemographic.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.extension","SOTMeaslesDemographic.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SOTMeaslesDemographic","SOTMeaslesDemographic.modifierExtension","SOTMeaslesDemographic.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SOTMeaslesDemographic","SOTMeaslesDemographic.UniqueId","SOTMeaslesDemographic.UniqueId","","","",1,1,"","","","id {[]} {[]}
","Unique identification","Generated for new clients or a universal ID, if used in the country","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.UniqueId",1,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.Name","SOTMeaslesDemographic.Name","","","",0,1,"","","","HumanName {[]} {[]}
","Client's name","Client's full name","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.Name",0,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.DateOfBirth","SOTMeaslesDemographic.DateOfBirth","","","",0,1,"","","","date {[]} {[]}
","Date of birth","The client's date of birth (DOB), if known","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.DateOfBirth",0,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.Age","SOTMeaslesDemographic.Age","","","",0,1,"","","","Quantity {[]} {[]}
","Age (number of years)","Age of the client if date of birth is not known","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.Age",0,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.Sex","SOTMeaslesDemographic.Sex","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Sex at birth","Assigned sex at birth of the client","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.Sex",1,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.Ethnicity","SOTMeaslesDemographic.Ethnicity","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Race/Ethnicity","Client's race and/or ethnicity, if appropriate in country setting","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.Ethnicity",0,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.PlaceOfResidence","SOTMeaslesDemographic.PlaceOfResidence","","","",1,1,"","","","Address {[]} {[]}
","Client's address (city, district, and province)","Client's home address or address that the client is consenting to disclose","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.PlaceOfResidence",1,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.CountryofBirth","SOTMeaslesDemographic.CountryofBirth","","","",1,1,"","","","string {[]} {[]}
","Country of birth","Country of birth","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.CountryofBirth",1,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.Landmark","SOTMeaslesDemographic.Landmark","","","",0,1,"","","","string {[]} {[]}
","Landmark","A landmark to locate the house","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.Landmark",0,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.LocalityType","SOTMeaslesDemographic.LocalityType","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type of locality","Type of Locality","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.LocalityType",1,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.Guardian","SOTMeaslesDemographic.Guardian","","","",0,1,"","","","HumanName {[]} {[]}
","Name of mother/Guardian","Name of mother/Guardian","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.Guardian",0,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.Telephone","SOTMeaslesDemographic.Telephone","","","",0,1,"","","","ContactPoint {[]} {[]}
","Telephone","Telephone","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.Telephone",0,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.Occupation","SOTMeaslesDemographic.Occupation","","","",0,1,"","","","string {[]} {[]}
","Occupation","Occupation","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.Occupation",0,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.WorkAddress","SOTMeaslesDemographic.WorkAddress","","","",0,1,"","","","Address {[]} {[]}
","Work or school address","Work or school address","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.WorkAddress",0,1,"",""
"SOTMeaslesDemographic","SOTMeaslesDemographic.PlaceOfInfection","SOTMeaslesDemographic.PlaceOfInfection","","","",0,1,"","","","string {[]} {[]}
","Place of infection","Place of infection","","","","","","","","","",,,,,"",,,,"SOTMeaslesDemographic.PlaceOfInfection",0,1,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource","SOTMeaslesReportingSource","","","",0,*,"","","","null {[]} {[]}
","Surveillance & Outbreak Toolkit Measles- Reporting Source","Base definition for all elements that are defined inside a resource - but not those in a data type.","","","","","","","","","",,,,,"",,,,"BackboneElement",0,*,"ele-1
",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.id","SOTMeaslesReportingSource.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.extension","SOTMeaslesReportingSource.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.modifierExtension","SOTMeaslesReportingSource.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.PlaceOfReporting","SOTMeaslesReportingSource.PlaceOfReporting","","","",1,1,"","","","Address {[]} {[]}
","Place of reporting","Place of reporting (for example, county or district)","","","","","","","","","",,,,,"",,,,"SOTMeaslesReportingSource.PlaceOfReporting",1,1,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.DateOfNotification","SOTMeaslesReportingSource.DateOfNotification","","","",1,1,"","","","date {[]} {[]}
","Date of notification","Date of notification","","","","","","","","","",,,,,"",,,,"SOTMeaslesReportingSource.DateOfNotification",1,1,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.DateOfInvestigation","SOTMeaslesReportingSource.DateOfInvestigation","","","",1,1,"","","","date {[]} {[]}
","Date of investigation","Date of investigation","","","","","","","","","",,,,,"",,,,"SOTMeaslesReportingSource.DateOfInvestigation",1,1,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.ReportedBy","SOTMeaslesReportingSource.ReportedBy","","","",1,1,"","","","string {[]} {[]}
","Reported by","Name of clinician who supects measles (or rubella)","","","","","","","","","",,,,,"",,,,"SOTMeaslesReportingSource.ReportedBy",1,1,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.HealthServiceName","SOTMeaslesReportingSource.HealthServiceName","","","",1,1,"","","","string {[]} {[]}
","Health service name","Health service name","","","","","","","","","",,,,,"",,,,"SOTMeaslesReportingSource.HealthServiceName",1,1,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.HealthServiceTelephone","SOTMeaslesReportingSource.HealthServiceTelephone","","","",1,*,"","","","ContactPoint {[]} {[]}
","Health service telephone","Health service telephone","","","","","","","","","",,,,,"",,,,"SOTMeaslesReportingSource.HealthServiceTelephone",1,*,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.DateOfConsultation","SOTMeaslesReportingSource.DateOfConsultation","","","",0,1,"","","","date {[]} {[]}
","Date of consultation","Date of consultation","","","","","","","","","",,,,,"",,,,"SOTMeaslesReportingSource.DateOfConsultation",0,1,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.DateOfHomeVisit","SOTMeaslesReportingSource.DateOfHomeVisit","","","",0,1,"","","","date {[]} {[]}
","Date of home visit","Date of home visit","","","","","","","","","",,,,,"",,,,"SOTMeaslesReportingSource.DateOfHomeVisit",0,1,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.DateReportedLocal","SOTMeaslesReportingSource.DateReportedLocal","","","",0,1,"","","","date {[]} {[]}
","DateReported, Local","DateReported, Local","","","","","","","","","",,,,,"",,,,"SOTMeaslesReportingSource.DateReportedLocal",0,1,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.DateReportedNational","SOTMeaslesReportingSource.DateReportedNational","","","",0,1,"","","","date {[]} {[]}
","DateReported, National","DateReported, National","","","","","","","","","",,,,,"",,,,"SOTMeaslesReportingSource.DateReportedNational",0,1,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.DetectedBy","SOTMeaslesReportingSource.DetectedBy","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Detected By","Detected By","","","","","","","","","",,,,,"",,,,"SOTMeaslesReportingSource.DetectedBy",1,1,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.TypeOfProviderReporting","SOTMeaslesReportingSource.TypeOfProviderReporting","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type Of Provider Reporting","Type Of Provider Reporting","","","","","","","","","",,,,,"",,,,"SOTMeaslesReportingSource.TypeOfProviderReporting",1,1,"",""
"SOTMeaslesReportingSource","SOTMeaslesReportingSource.InitialDiagnosis","SOTMeaslesReportingSource.InitialDiagnosis","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Initial Diagnosis","Initial Diagnosis","","","","","","","","","",,,,,"",,,,"SOTMeaslesReportingSource.InitialDiagnosis",0,1,"",""
"SOTMeaslesEpiData","SOTMeaslesEpiData","SOTMeaslesEpiData","","","",0,*,"","","","null {[]} {[]}
","Surveillance & Outbreak Toolkit Measles- Epidemiological Data","Base definition for all elements that are defined inside a resource - but not those in a data type.","","","","","","","","","",,,,,"",,,,"BackboneElement",0,*,"ele-1
",""
"SOTMeaslesEpiData","SOTMeaslesEpiData.id","SOTMeaslesEpiData.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SOTMeaslesEpiData","SOTMeaslesEpiData.extension","SOTMeaslesEpiData.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SOTMeaslesEpiData","SOTMeaslesEpiData.modifierExtension","SOTMeaslesEpiData.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SOTMeaslesEpiData","SOTMeaslesEpiData.TransmissionSetting","SOTMeaslesEpiData.TransmissionSetting","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Transmission Setting","Transmission Setting","","","","","","","","","",,,,,"",,,,"SOTMeaslesEpiData.TransmissionSetting",1,1,"",""
"SOTMeaslesEpiData","SOTMeaslesEpiData.SchoolEnrollment","SOTMeaslesEpiData.SchoolEnrollment","","","",1,1,"","","","Coding {[]} {[]}
","Enrolled in school?","Enrolled in school","","","","","","","","","",,,,,"",,,,"SOTMeaslesEpiData.SchoolEnrollment",1,1,"",""
"SOTMeaslesEpiData","SOTMeaslesEpiData.SchoolName","SOTMeaslesEpiData.SchoolName","","","",0,1,"","","","string {[]} {[]}
","Name of school","Name of school","","","","","","","","","",,,,,"",,,,"SOTMeaslesEpiData.SchoolName",0,1,"",""
"SOTMeaslesEpiData","SOTMeaslesEpiData.VisitedHealthFacility","SOTMeaslesEpiData.VisitedHealthFacility","","","",1,1,"","","","Coding {[]} {[]}
","Visited a health facility in the 7–23 days before symptom onset?","Visited a health facility in the 7–23 days before symptom onset?","","","","","","","","","",,,,,"",,,,"SOTMeaslesEpiData.VisitedHealthFacility",1,1,"",""
"SOTMeaslesEpiData","SOTMeaslesEpiData.FacilityName","SOTMeaslesEpiData.FacilityName","","","",0,1,"","","","string {[]} {[]}
","Name of the facility","Name of the facility","","","","","","","","","",,,,,"",,,,"SOTMeaslesEpiData.FacilityName",0,1,"",""
"SOTMeaslesEpiData","SOTMeaslesEpiData.TravelHistory","SOTMeaslesEpiData.TravelHistory","","","",0,1,"","","","markdown {[]} {[]}
","Travel history in the past 7-23 days?","Travel history in the past 7-23 days?","","","","","","","","","",,,,,"",,,,"SOTMeaslesEpiData.TravelHistory",0,1,"",""
