Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ValueSet-WaterCharacteristics.json	448	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	4	65	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-RouteOfAdministrationCs.json	545	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	38	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTMeaslesClassification.json	1648	4	0	0	0	0	0	29	0	18	0	0	0	0	0	0	0	0	0	0	43	145	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-PatientOutcome.json	444	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	48	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalENT.json	6297	12	0	0	0	0	0	42	0	36	0	0	0	0	0	0	0	1	0	0	94	369	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SOTT1Clinical.json	18449	32	0	0	0	0	0	96	0	102	0	0	0	0	0	0	0	0	0	0	253	567	0	0	0	0	5	0	1
fsh-generated/resources/CodeSystem-AnimalContactTypeCs.json	642	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	7	41	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTT1CaseInfo.json	12121	19	0	0	0	0	0	89	0	84	0	0	0	0	0	0	0	0	0	0	214	556	0	0	0	0	5	0	1
fsh-generated/resources/ValueSet-ProvType.json	362	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	33	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTMeaslesDemographic.json	6005	12	0	0	0	0	0	45	0	40	0	0	0	0	0	0	0	1	0	0	97	333	0	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-WaterCharacteristicsCs.json	542	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	47	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposureNosocomial.json	11729	20	0	0	0	0	0	54	0	62	0	0	0	0	0	0	0	10	0	0	158	527	0	0	0	0	3	1	0
fsh-generated/resources/StructureDefinition-SOTMeaslesVaccinationStatus.json	2066	4	0	0	0	0	0	17	0	19	0	0	0	0	0	0	0	0	0	0	46	173	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-LocType.json	358	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	39	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposureMassGathering.json	3200	6	0	0	0	0	0	27	0	28	0	0	0	0	0	0	0	0	0	0	69	307	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-DomesticatedWild.json	430	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	31	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-YesNoUnknown.json	402	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	28	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-DetectedByCs.json	865	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	7	31	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalTreatments.json	5809	9	0	0	0	0	0	67	0	31	0	0	0	0	0	0	0	0	0	0	81	392	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SOTT1.json	2973	6	0	0	0	0	0	22	0	23	0	0	0	0	0	0	0	0	0	0	55	355	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalRespiratory.json	6960	11	0	0	0	0	0	33	0	38	0	0	0	0	0	0	0	0	0	0	97	283	0	0	0	0	3	0	0
fsh-generated/resources/CodeSystem-DomesticatedWildCs.json	520	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	23	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalComorbidity.json	7254	12	0	0	0	0	0	36	0	40	0	0	0	0	0	0	0	1	0	0	104	217	0	0	1	0	3	0	0
fsh-generated/resources/CodeSystem-YesNoUnknownCs.json	488	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	21	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTT1Laboratory.json	16460	47	0	0	0	0	0	98	0	145	0	0	0	0	0	0	0	0	0	0	268	621	0	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-SOTT1ExposureChemical.json	4762	9	0	0	0	0	0	28	0	32	0	0	0	0	0	0	0	0	0	0	77	174	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SOTT1Exposure.json	4405	8	0	0	0	0	0	26	0	29	0	0	0	0	0	0	0	0	0	0	77	164	0	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-ProvTypeCs.json	869	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	21	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTMeaslesLaboratoryResults.json	4280	8	0	0	0	0	0	26	0	29	0	0	0	0	0	0	0	0	0	0	71	163	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-Results.json	368	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	27	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-Questionnaire-SOTMeasles.json	8065	11	0	0	0	0	0	0	1	68	0	0	0	0	0	0	0	0	0	0	112	44	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposureAnimal.json	4308	7	0	0	0	0	0	29	0	31	0	0	0	0	0	0	0	0	0	0	135	179	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposureTravelHistory.json	3311	6	1	0	0	0	0	29	0	29	0	0	0	0	0	0	0	0	0	0	70	168	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-LocalizationOfSkinDisorder.json	488	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	27	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalGastroIntestinal.json	7914	13	0	0	0	0	0	38	0	41	0	0	0	0	0	0	0	1	0	0	107	249	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposureInsect.json	3816	6	0	0	0	0	0	23	0	25	0	0	0	0	0	0	0	0	0	0	61	138	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SOTT1Conclusion.json	2596	6	0	0	0	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	51	130	0	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-SOTT1ClinicalUrogynecology.json	4935	8	0	0	0	0	0	27	0	30	0	0	0	0	0	0	0	0	0	0	73	152	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-VaccineInfoSource.json	432	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	26	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-RashType.json	376	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	24	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalVaccination.json	3470	6	0	0	0	0	0	20	0	22	0	0	0	0	0	0	0	0	0	0	56	126	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposureWaterDetails.json	2799	5	0	0	0	0	0	19	0	26	0	0	0	0	0	0	0	0	0	0	49	117	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-RouteOfAdministration.json	456	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	26	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-DetectedBy.json	368	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	20	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-ReportedByCs.json	645	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	19	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-InitDiagCs.json	709	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	18	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTT1NotificationInterview.json	5212	9	0	0	0	0	0	28	0	31	0	0	1	0	0	0	0	0	0	0	78	184	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposureContacts.json	6997	10	0	0	0	0	0	45	0	48	0	0	0	0	0	0	0	0	0	0	122	280	0	0	0	0	3	0	0
fsh-generated/resources/Questionnaire-Questionnaire-SOTT0CaseInvestigationForm.json	21205	21	0	0	0	0	0	0	2	1313	0	0	0	0	0	0	0	0	0	0	293	97	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalCutaneous.json	7602	12	0	0	0	0	0	37	0	41	0	0	0	0	0	0	0	0	0	0	104	224	0	0	1	0	3	0	0
fsh-generated/resources/StructureDefinition-SOTMeaslesContactTracing.json	2679	5	0	0	0	0	0	18	0	20	0	0	0	0	0	0	0	1	0	0	50	129	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposureWaterFood.json	10366	15	0	0	0	0	0	44	0	49	0	0	0	0	0	0	0	0	0	0	133	516	0	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-SOTT1ExposureFoodDetails.json	1662	3	1	0	0	0	0	15	0	17	0	0	0	0	0	0	0	0	0	0	38	240	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-PatientOutcomeCs.json	674	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	38	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-LocTypeCs.json	860	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	20	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-InitDiag.json	1592	3	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	10	24	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTMeaslesClinical.json	9964	18	0	0	0	0	0	51	0	63	0	0	2	0	0	0	0	0	0	0	143	490	0	0	0	0	3	0	0
fsh-generated/resources/CodeSystem-RashTypeCs.json	674	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	25	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-LocalizationOfSkinDisorderCs.json	519	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTMeaslesReportingSource.json	5564	10	0	0	0	0	0	32	0	37	0	0	0	0	0	0	0	0	0	0	87	301	0	0	0	0	3	0	0
fsh-generated/resources/ValueSet-PlaceOfCare.json	396	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	26	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ReportedBy.json	388	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	26	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ResultsCs.json	503	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-VaccineInfoSourceCs.json	592	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	39	0	0	0	0	0	0	0
