Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-SOTT1ExposureFoodDetails.json	1662	4	0	0	0	0	0	28	0	17	0	0	0	0	0	0	0	0	0	0	41	127	0	0	0	0	4	0	0
fsh-generated/resources/ValueSet-LocType.json	358	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	4	31	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-PathogenTestedCs.json	1538	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	36	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTMeaslesReportingSource.json	5564	12	0	0	0	0	0	43	0	35	0	0	0	0	0	0	0	1	0	0	96	272	0	0	0	0	3	0	0
fsh-generated/resources/Questionnaire-Questionnaire-SOTGenericRespiratoryDiseaseCIF.json	48082	38	0	0	0	0	0	0	3	165	0	0	0	0	0	0	0	0	0	0	577	276	0	0	0	0	35	0	0
fsh-generated/resources/ValueSet-AnimalContactLocation.json	456	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	27	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-SOTT1NotificationInterview.json	5212	10	1	0	0	0	0	38	0	31	0	0	0	0	0	0	0	0	0	0	188	187	0	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-SOTT1Laboratory.json	16560	32	0	0	0	0	0	99	0	168	0	0	0	0	0	0	0	0	0	0	286	1085	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalTreatmentInfo.json	2800	6	0	0	1	0	0	21	0	22	0	0	0	0	0	0	0	1	0	0	56	320	0	0	0	0	7	0	0
fsh-generated/resources/ValueSet-RashType.json	376	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	75	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-RouteOfAdministration.json	456	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	30	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-RashTypeCs.json	674	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	24	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTMeasles.json	3980	8	0	0	0	0	0	25	0	26	0	0	0	0	0	0	0	0	0	0	69	241	0	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-DomesticatedWildCs.json	520	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	5	28	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalRespiratory.json	6985	13	0	0	0	0	0	34	0	36	0	0	0	0	0	0	0	0	0	0	102	275	0	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-SOTT1Exposure.json	4405	9	0	0	0	0	0	26	0	28	0	0	1	0	0	0	0	0	0	0	74	172	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-VaccineInfoSource.json	432	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	30	0	0	0	0	12	0	0
fsh-generated/resources/ValueSet-ProvType.json	362	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	28	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTMeaslesVaccinationStatus.json	2066	5	0	0	0	0	0	17	0	18	0	0	0	0	0	0	0	0	0	0	45	122	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTMeaslesClassification.json	1648	3	0	0	0	0	0	16	0	16	0	0	0	0	0	0	0	0	0	0	41	117	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTMeaslesDemographic.json	6005	13	0	0	0	0	0	34	0	38	0	0	0	0	0	0	0	0	0	0	101	308	0	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-CaseStatusCs.json	561	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	34	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-SpecimenCollectedCs.json	1406	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	29	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposurePersonalAssumption.json	3494	6	0	0	0	0	0	21	0	25	0	0	0	0	0	0	0	0	0	0	60	143	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-ProvTypeCs.json	869	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	25	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalVaccination.json	3470	7	0	0	0	0	0	22	0	23	0	0	0	0	0	0	0	1	0	0	60	135	0	0	0	0	9	0	0
fsh-generated/resources/StructureDefinition-SOTT1.json	2973	6	0	0	0	0	0	22	0	25	0	0	0	0	0	0	0	0	0	0	59	136	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-YesNo.json	536	2	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	6	32	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-AnimalContactType.json	432	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	30	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposureNosocomial.json	11929	21	1	0	0	0	0	53	0	57	0	0	0	0	0	0	0	0	0	0	167	322	0	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-SOTT1ClinicalCutaneous.json	7652	14	0	0	0	0	0	37	0	38	0	0	0	0	0	0	0	0	0	0	111	235	0	0	1	0	11	0	0
fsh-generated/resources/CodeSystem-ExposureLocationCs.json	655	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	24	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-PatientOutcomeCs.json	674	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	35	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-LocalizationOfSkinDisorderCs.json	519	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	29	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-InitDiagCs.json	709	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	6	36	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposureAnimal.json	4308	8	0	0	0	0	0	31	0	29	0	0	0	0	0	0	0	0	0	0	82	188	0	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-ResultsCs.json	503	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-DetectedBy.json	368	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	23	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-AnimalExposureLocation.json	456	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	4	27	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposureWaterFood.json	10366	17	0	0	0	0	0	88	0	46	0	0	0	0	0	0	0	1	0	0	141	338	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalComorbidity.json	7379	13	0	0	0	0	0	36	0	38	0	0	0	0	0	0	0	0	0	1	110	217	0	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-SOTT1ExposureWaterDetails.json	2799	5	0	0	0	0	0	19	0	20	0	0	0	0	0	0	0	0	0	0	54	124	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalNeurology.json	6173	10	0	0	0	0	0	31	0	34	0	0	0	0	0	0	0	0	0	0	94	205	0	0	0	0	3	1	2
fsh-generated/resources/ValueSet-PathogenTested.json	414	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	29	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-WaterCharacteristicsCs.json	542	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	19	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTMeaslesLaboratoryResults.json	4280	7	0	0	0	0	0	26	0	27	0	0	0	0	0	0	0	0	0	0	75	162	0	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-AnimalContactTypeCs.json	642	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	23	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalENT.json	6322	11	0	0	0	0	0	32	0	34	0	0	0	0	0	0	0	0	0	0	95	199	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalCardiology.json	5777	9	0	0	0	0	0	29	0	31	0	0	0	0	0	0	0	1	0	0	90	177	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-InitDiag.json	1592	3	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	10	25	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposureInsect.json	3816	6	0	0	0	0	0	23	0	26	0	0	0	0	0	0	0	0	0	0	65	141	0	0	0	0	1	0	1
fsh-generated/resources/CodeSystem-PlaceOfCareCs.json	540	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	19	0	0	0	0	1	0	0
fsh-generated/resources/Questionnaire-Questionnaire-SOTT0CaseInvestigationForm.json	31380	24	1	0	0	0	0	0	2	64	0	0	0	0	0	0	0	0	0	0	452	178	0	0	0	0	9	0	0
fsh-generated/resources/ValueSet-CaseStatus.json	388	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	29	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-AnimalExposureLocationCs.json	746	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	20	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-RouteOfAdministrationCs.json	545	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ExposureLocation.json	426	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	25	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AnimalContactLocationCs.json	682	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	22	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTT1Conclusion.json	2596	5	0	0	0	0	0	20	0	22	0	0	0	0	0	0	0	0	0	0	54	130	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-ContactType.json	394	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	32	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-SOTMeaslesClinical.json	9964	17	0	0	0	0	0	49	0	57	0	0	0	0	0	0	0	0	0	0	155	541	0	0	0	0	3	0	0
fsh-generated/resources/ValueSet-WaterCharacteristics.json	448	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	35	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTT1ExposureContacts.json	6997	10	0	0	0	0	0	47	0	46	0	0	1	0	0	0	0	0	0	0	130	517	0	0	0	0	2	0	1
fsh-generated/resources/ValueSet-LocalizationOfSkinDisorder.json	488	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	4	26	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SOTT1ClinicalTreatments.json	5859	8	0	0	0	0	0	28	0	30	0	0	0	0	0	0	0	0	0	0	86	254	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-PlaceOfCare.json	396	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	32	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ContactTypeCs.json	980	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	23	0	0	0	0	0	0	0
